"initial_list_status","purpose","int_rate","installment","annual_inc","dti","verification_status","grade","revol_bal","inq_last_12m","delinq_2yrs","home_ownership","not_paid","log_inc","verified","grdCtoA"
"f","debt_consolidation",24.85,595.21,55000,24.29,"Not Verified","E",19536,1,0,"OWN",1,10.9150884642146,0,0
"w","credit_card",14.08,466.2,50400,11.55,"Source Verified","C",17211,0,0,"RENT",0,10.8277464540595,1,0
"f","debt_consolidation",16.02,1055.01,70000,19.19,"Verified","C",23924,1,0,"MORTGAGE",1,11.1562505210315,1,0
"w","debt_consolidation",7.21,154.87,109000,15.57,"Not Verified","A",4886,1,0,"MORTGAGE",0,11.5991031612113,0,1
"f","debt_consolidation",17.09,178.49,43000,11.08,"Not Verified","D",6094,0,0,"MORTGAGE",0,10.6689553946757,0,0
"w","debt_consolidation",10.91,490.45,45000,8.95,"Not Verified","B",7113,0,2,"RENT",1,10.7144177687525,0,1
"w","major_purchase",11.99,418.45,30000,4.28,"Verified","B",3506,0,0,"MORTGAGE",1,10.3089526606443,1,1
"w","debt_consolidation",7.07,1038.55,103000,47.57,"Verified","A",9381,1,0,"MORTGAGE",1,11.5424842672118,1,1
"w","debt_consolidation",15.05,777.06,130000,29.65,"Verified","C",30210,10,0,"MORTGAGE",0,11.7752897294377,1,0
"w","debt_consolidation",18.06,284.78,35000,36.56,"Verified","D",956,14,0,"RENT",0,10.4631033404715,1,0
"f","debt_consolidation",10.91,326.97,98788,14.61,"Source Verified","B",15678,1,0,"MORTGAGE",0,11.5007314188695,1,1
"f","debt_consolidation",20,297.31,63000,24.52,"Not Verified","D",21620,1,0,"RENT",1,11.0508900053737,0,0
"w","credit_card",16.02,189.91,70000,33.02,"Not Verified","C",6036,4,2,"MORTGAGE",0,11.1562505210315,0,0
"w","debt_consolidation",20,148.66,40000,17.73,"Source Verified","D",1799,0,1,"MORTGAGE",1,10.5966347330961,1,0
"w","debt_consolidation",7.97,375.88,600000,8.72,"Verified","A",228292,4,1,"MORTGAGE",0,13.3046849341983,1,1
"w","debt_consolidation",14.08,155.69,60000,32.16,"Verified","C",3104,2,0,"MORTGAGE",0,11.0020998412042,1,0
"f","debt_consolidation",26.3,318.55,42500,31.8,"Verified","E",8176,5,0,"MORTGAGE",1,10.6572593549125,1,0
"w","debt_consolidation",12.62,361.93,57358,18.75,"Source Verified","C",8230,3,1,"MORTGAGE",0,10.9570676071621,1,0
"f","credit_card",15.05,485.66,50000,12.22,"Source Verified","C",8535,3,0,"RENT",0,10.8197782844103,1,0
"w","debt_consolidation",21.45,409.61,80000,22.81,"Source Verified","D",14103,0,0,"MORTGAGE",1,11.289781913656,1,0
"w","debt_consolidation",17.09,871.54,144000,16.25,"Source Verified","D",36187,0,0,"OWN",1,11.8775685785581,1,0
"w","debt_consolidation",9.93,206.3,65000,21.57,"Not Verified","B",15508,0,1,"OWN",0,11.0821425488778,0,1
"w","debt_consolidation",17.09,796.84,160000,11.99,"Source Verified","D",71732,3,0,"MORTGAGE",0,11.982929094216,1,0
"w","debt_consolidation",15.05,936.63,95000,18.14,"Verified","C",26690,1,2,"MORTGAGE",1,11.4616321705827,1,0
"w","debt_consolidation",30.65,393.05,70000,18.09,"Source Verified","F",5610,3,1,"RENT",0,11.1562505210315,1,0
"f","debt_consolidation",12.62,268.09,74000,5.9,"Verified","C",0,4,0,"RENT",0,11.2118203721863,1,0
"f","major_purchase",19.03,440.06,125582,12.3,"Verified","D",8328,8,0,"RENT",1,11.7407142106442,1,0
"w","debt_consolidation",11.99,833.98,75000,27.19,"Verified","B",17135,0,0,"MORTGAGE",0,11.2252433925184,1,1
"w","debt_consolidation",14.08,298.37,92000,12.39,"Verified","C",14095,4,0,"MORTGAGE",1,11.4295438560312,1,0
"w","debt_consolidation",15.05,173.45,60000,34.48,"Verified","C",16032,7,0,"RENT",0,11.0020998412042,1,0
"w","debt_consolidation",19.03,415.32,120000,7.57,"Source Verified","D",4947,2,0,"MORTGAGE",1,11.6952470217642,1,0
"w","debt_consolidation",19.03,415.32,45000,22.88,"Verified","D",6153,3,0,"RENT",1,10.7144177687525,1,0
"w","debt_consolidation",20,264.94,45000,1.33,"Not Verified","D",2117,1,1,"MORTGAGE",0,10.7144177687525,0,0
"w","credit_card",11.99,289.12,110000,5.24,"Not Verified","B",7021,3,1,"MORTGAGE",0,11.6082356447746,0,1
"w","debt_consolidation",17.09,448.22,90000,17.09,"Source Verified","D",12781,1,0,"RENT",1,11.4075649493124,1,0
"w","debt_consolidation",9.44,640.1,80000,9.63,"Source Verified","B",11222,1,0,"RENT",0,11.289781913656,1,1
"w","debt_consolidation",30.84,713.43,100000,9.36,"Source Verified","G",13093,3,0,"RENT",0,11.5129254649702,1,0
"w","debt_consolidation",18.06,253.28,80000,14.52,"Not Verified","D",1838,3,0,"RENT",1,11.289781913656,0,0
"w","debt_consolidation",13.59,1019.37,80000,15.08,"Source Verified","C",31853,1,3,"MORTGAGE",0,11.289781913656,1,0
"f","credit_card",10.91,490.45,70000,22.17,"Source Verified","B",6671,5,0,"MORTGAGE",0,11.1562505210315,1,1
"w","debt_consolidation",19.03,778.72,200000,14.53,"Verified","D",6851,2,0,"MORTGAGE",1,12.2060726455302,1,0
"f","home_improvement",13.59,203.88,105000,28.67,"Verified","C",43349,2,0,"MORTGAGE",0,11.5617156291397,1,0
"w","credit_card",11.99,199.26,39665.6,23.27,"Not Verified","B",10730,0,0,"RENT",0,10.5882395923077,0,1
"f","debt_consolidation",13.59,271.84,65000,5.61,"Not Verified","C",10987,1,0,"RENT",0,11.0821425488778,0,0
"w","debt_consolidation",6.72,184.5,65000,14.77,"Not Verified","A",7655,0,0,"RENT",0,11.0821425488778,0,1
"w","home_improvement",7.35,219.64,47000,7.99,"Source Verified","A",0,1,0,"MORTGAGE",0,10.7579028806922,1,1
"w","credit_card",9.44,240.04,44000,17.54,"Not Verified","B",4235,1,0,"MORTGAGE",0,10.6919449129004,0,1
"f","credit_card",7.97,156.62,44160,9.7,"Source Verified","A",4811,3,0,"MORTGAGE",0,10.695574680951,1,1
"w","debt_consolidation",9.44,672.11,65000,22.3,"Not Verified","B",25183,1,2,"MORTGAGE",1,11.0821425488778,0,1
"w","debt_consolidation",20,668.95,110000,23.82,"Not Verified","D",19224,7,0,"MORTGAGE",0,11.6082356447746,0,0
"w","debt_consolidation",15.05,357.25,41000,40.07,"Not Verified","C",8590,4,1,"OWN",0,10.6213273456864,0,0
"w","debt_consolidation",14.08,513.25,75000,32.42,"Not Verified","C",27284,8,0,"MORTGAGE",1,11.2252433925184,0,0
"w","debt_consolidation",13.59,688.08,31600,90.09,"Verified","C",39108,1,0,"RENT",1,10.360912399575,1,0
"w","debt_consolidation",9.44,1280.2,260000,30.5,"Verified","B",176233,0,0,"MORTGAGE",1,12.4684369099977,1,1
"w","debt_consolidation",21.45,303.26,48000,20.6,"Source Verified","D",4633,2,1,"RENT",1,10.77895628989,1,0
"f","debt_consolidation",7.97,751.75,147000,19.07,"Not Verified","A",48549,4,1,"MORTGAGE",1,11.8981878657609,0,1
"f","debt_consolidation",12.62,201.07,75000,27.84,"Not Verified","C",18801,1,0,"OWN",0,11.2252433925184,0,0
"w","debt_consolidation",19.03,700.85,100000,9.61,"Verified","D",7307,2,0,"MORTGAGE",1,11.5129254649702,1,0
"w","debt_consolidation",11.99,489.27,80000,14.94,"Source Verified","B",2456,1,1,"MORTGAGE",0,11.289781913656,1,1
"w","debt_consolidation",10.91,326.97,50000,13.03,"Source Verified","B",508,1,0,"MORTGAGE",1,10.8197782844103,1,1
"w","credit_card",12.62,201.07,15000,26.96,"Not Verified","C",8268,0,0,"RENT",1,9.61580548008435,0,0
"w","credit_card",12.62,676.78,130000,12.55,"Source Verified","C",11924,3,0,"MORTGAGE",1,11.7752897294377,1,0
"w","debt_consolidation",9.44,166.43,60000,22.32,"Verified","B",2341,4,0,"MORTGAGE",0,11.0020998412042,1,1
"w","credit_card",11.99,830.24,190000,14.06,"Not Verified","B",43830,1,0,"OWN",1,12.1547793511426,0,1
"w","home_improvement",19.03,1100.14,83000,16.38,"Verified","D",11826,5,1,"MORTGAGE",0,11.3265958867787,1,0
"w","debt_consolidation",13.59,849.48,240000,20.76,"Source Verified","C",30715,7,0,"MORTGAGE",0,12.3883942023241,1,0
"w","debt_consolidation",18.06,635.66,28000,6.99,"Source Verified","D",3320,4,1,"MORTGAGE",1,10.2399597891573,1,0
"w","credit_card",7.97,203.6,31500,15.01,"Not Verified","A",4625,1,0,"RENT",0,10.3577428248137,0,1
"w","debt_consolidation",12.62,1005.34,113500,21.79,"Verified","C",23700,2,3,"OWN",1,11.6395581159036,1,0
"w","debt_consolidation",10.42,858.18,120000,13.94,"Verified","B",17553,0,0,"OWN",1,11.6952470217642,1,1
"f","credit_card",11.99,1162.34,157000,12.37,"Source Verified","B",151710,2,0,"MORTGAGE",1,11.9640010843304,1,1
"w","debt_consolidation",15.05,346.9,32000,25.81,"Not Verified","C",8476,0,0,"MORTGAGE",1,10.3734911817819,0,0
"w","debt_consolidation",15.05,381.06,115000,19.79,"Source Verified","C",33556,3,0,"MORTGAGE",0,11.6526874073454,1,0
"w","debt_consolidation",9.44,576.09,84400,13.08,"Not Verified","B",9316,1,0,"OWN",1,11.343322680584,0,1
"w","home_improvement",11.99,1328.39,188000,7.83,"Source Verified","B",2102,6,0,"MORTGAGE",0,12.1441972418121,1,1
"f","debt_consolidation",6.72,614.99,90000,28.64,"Not Verified","A",8839,1,0,"MORTGAGE",0,11.4075649493124,0,1
"f","debt_consolidation",10.91,255.03,60000,7.7,"Source Verified","B",6117,0,0,"RENT",1,11.0020998412042,1,1
"w","debt_consolidation",13.59,339.79,80000,12.59,"Not Verified","C",5592,1,0,"RENT",0,11.289781913656,0,0
"f","debt_consolidation",10.91,199.45,18000,12.51,"Source Verified","B",5883,1,0,"RENT",0,9.7981270368783,1,1
"w","debt_consolidation",9.44,89.62,44000,10.77,"Source Verified","B",10948,0,0,"RENT",0,10.6919449129004,1,1
"w","debt_consolidation",16.02,175.84,47000,17.22,"Source Verified","C",4,4,0,"RENT",1,10.7579028806922,1,0
"w","debt_consolidation",13.59,203.88,85000,22.26,"Not Verified","C",18423,1,0,"RENT",1,11.3504065354725,0,0
"w","home_improvement",12.62,134.05,110000,6.26,"Source Verified","C",15323,3,3,"MORTGAGE",0,11.6082356447746,1,0
"w","debt_consolidation",9.44,256.04,47000,21.25,"Not Verified","B",13567,0,0,"MORTGAGE",1,10.7579028806922,0,1
"w","debt_consolidation",9.93,257.88,50000,20.4,"Not Verified","B",8997,1,0,"MORTGAGE",0,10.8197782844103,0,1
"w","small_business",11.99,664.2,175000,7.02,"Not Verified","B",18595,1,5,"MORTGAGE",1,12.0725412529057,0,1
"w","debt_consolidation",15.05,571.59,40000,14.67,"Not Verified","C",14732,0,0,"OWN",1,10.5966347330961,0,0
"w","debt_consolidation",7.21,216.82,130000,5.46,"Not Verified","A",15181,2,1,"OWN",0,11.7752897294377,0,1
"f","debt_consolidation",17.09,214.19,63000,18.13,"Not Verified","D",10738,4,1,"MORTGAGE",1,11.0508900053737,0,0
"w","home_improvement",20,927.29,72000,12.13,"Source Verified","D",79650,3,1,"MORTGAGE",0,11.1844213979982,1,0
"w","credit_card",9.44,478.18,139000,10.32,"Not Verified","B",29609,0,0,"MORTGAGE",1,11.8422292121128,0,1
"w","debt_consolidation",7.07,92.73,30000,35.76,"Not Verified","A",2463,1,0,"MORTGAGE",0,10.3089526606443,0,1
"w","debt_consolidation",13.59,461.13,60000,30.16,"Not Verified","C",19309,0,0,"OWN",0,11.0020998412042,0,0
"f","debt_consolidation",14.08,273.74,114000,36.35,"Source Verified","C",116147,2,0,"MORTGAGE",1,11.6439537273766,1,0
"w","debt_consolidation",7.97,313.23,25000,85.93,"Verified","A",12520,6,0,"MORTGAGE",1,10.1266311038503,1,1
"w","debt_consolidation",19.03,467.23,60608,7.27,"Not Verified","D",7856,3,0,"OWN",1,11.0121821765457,0,0
"w","debt_consolidation",10.42,519.44,2500,198.56,"Not Verified","B",401,2,0,"MORTGAGE",0,7.82404601085629,0,1
"f","debt_consolidation",14.08,205.3,20000,26.35,"Verified","C",9964,3,0,"MORTGAGE",0,9.90348755253613,1,0
"f","debt_consolidation",23.88,336.87,55000,8.42,"Verified","E",4096,1,1,"RENT",1,10.9150884642146,1,0
"w","debt_consolidation",18.06,810.49,89000,20.52,"Not Verified","D",7770,2,1,"MORTGAGE",1,11.3963916487143,0,0
"w","debt_consolidation",11.99,385.24,72800,30.38,"Verified","B",9094,5,0,"MORTGAGE",0,11.1954712341848,1,1
"w","major_purchase",9.44,80.02,70000,18.09,"Not Verified","B",174570,5,0,"OWN",1,11.1562505210315,0,1
"f","credit_card",15.05,346.9,38000,21.76,"Source Verified","C",7308,0,0,"OWN",0,10.5453414387085,1,0
"w","debt_consolidation",7.97,563.81,75000,33.23,"Not Verified","A",21277,1,0,"MORTGAGE",1,11.2252433925184,0,1
"w","debt_consolidation",10.91,312.25,68119,26.69,"Not Verified","B",7428,1,0,"MORTGAGE",0,11.1290114546924,0,1
"w","debt_consolidation",13.59,220.87,55000,20.84,"Verified","C",7712,4,0,"MORTGAGE",1,10.9150884642146,1,0
"w","debt_consolidation",9.44,115.22,70000,27.33,"Verified","B",16710,0,1,"MORTGAGE",1,11.1562505210315,1,1
"w","debt_consolidation",16.02,140.67,50000,18.48,"Source Verified","C",8245,2,0,"RENT",0,10.8197782844103,1,0
"w","debt_consolidation",15.05,277.52,35000,33.71,"Source Verified","C",23224,1,0,"RENT",1,10.4631033404715,1,0
"w","debt_consolidation",7.21,247.79,100000,20.45,"Not Verified","A",19556,1,0,"RENT",1,11.5129254649702,0,1
"w","debt_consolidation",9.93,225.65,60000,12.38,"Verified","B",10574,2,0,"MORTGAGE",0,11.0020998412042,1,1
"w","debt_consolidation",10.42,162.33,62400,11.37,"Not Verified","B",7620,2,0,"RENT",0,11.0413205543575,0,1
"w","debt_consolidation",11.99,332.1,35000,25.03,"Source Verified","B",7366,0,0,"RENT",1,10.4631033404715,1,1
"w","debt_consolidation",19.03,308.04,60000,22.06,"Not Verified","D",5500,1,0,"RENT",0,11.0020998412042,0,0
"w","debt_consolidation",20,809.24,68000,33.57,"Source Verified","D",19729,0,0,"MORTGAGE",0,11.1272629841582,1,0
"w","debt_consolidation",16.02,337.61,30000,9.07,"Source Verified","C",6423,1,0,"RENT",1,10.3089526606443,1,0
"f","credit_card",26.3,331.31,32000,29.71,"Not Verified","E",8840,12,0,"RENT",1,10.3734911817819,0,0
"w","debt_consolidation",9.93,636.38,65000,11.43,"Source Verified","B",1961,0,0,"RENT",1,11.0821425488778,1,1
"f","debt_consolidation",13.59,679.58,76902,13.06,"Not Verified","C",5439,7,1,"RENT",0,11.2502871629579,0,0
"w","credit_card",13.59,737.8,98250,11.01,"Verified","C",8829,6,0,"MORTGAGE",0,11.4952705297315,1,0
"w","credit_card",14.08,1026.5,160000,6.25,"Source Verified","C",27091,0,2,"OWN",1,11.982929094216,1,0
"w","debt_consolidation",18.06,162.83,60000,24.34,"Verified","D",2813,3,0,"MORTGAGE",0,11.0020998412042,1,0
"f","debt_consolidation",14.08,171.09,70000,8.26,"Not Verified","C",1518,1,2,"RENT",0,11.1562505210315,0,0
"w","debt_consolidation",14.08,559.44,68000,16.57,"Source Verified","C",1102,2,0,"MORTGAGE",1,11.1272629841582,1,0
"w","debt_consolidation",10.91,653.93,115000,19.02,"Not Verified","B",31777,0,0,"RENT",1,11.6526874073454,0,1
"w","credit_card",9.44,320.05,74000,14.24,"Not Verified","B",43231,4,1,"MORTGAGE",1,11.2118203721863,0,1
"w","credit_card",7.35,155.19,28000,8.79,"Not Verified","A",10191,3,0,"OWN",0,10.2399597891573,0,1
"f","debt_consolidation",11.99,166.05,31020,20.7,"Verified","B",7230,0,0,"RENT",0,10.3423874367305,1,1
"w","credit_card",10.91,130.79,52000,23.08,"Source Verified","B",5117,2,1,"MORTGAGE",0,10.8589989975636,1,1
"w","debt_consolidation",6.08,304.59,32000,14.37,"Not Verified","A",6167,0,0,"OWN",1,10.3734911817819,0,1
"w","debt_consolidation",21.45,1326.73,96000,12.35,"Verified","D",83183,2,2,"OWN",1,11.47210347045,1,0
"w","debt_consolidation",15.05,209.01,44160,19.51,"Source Verified","C",7423,0,0,"RENT",1,10.695574680951,1,0
"w","home_improvement",21.45,189.54,70000,26.54,"Not Verified","D",15775,2,0,"MORTGAGE",0,11.1562505210315,0,0
"w","debt_consolidation",19.03,198.03,70000,33.73,"Not Verified","D",20814,1,0,"MORTGAGE",0,11.1562505210315,0,0
"w","credit_card",7.35,465.57,150000,27.02,"Not Verified","A",26341,1,0,"MORTGAGE",0,11.9183905730784,0,1
"w","credit_card",12.62,117.29,42350,22.52,"Not Verified","C",22418,4,0,"OWN",1,10.6537237000802,0,0
"w","debt_consolidation",20,423.91,50000,18.29,"Verified","D",13434,12,0,"MORTGAGE",1,10.8197782844103,1,0
"w","credit_card",7.97,250.59,92045,26.34,"Not Verified","A",11950,3,1,"MORTGAGE",1,11.4300328668807,0,1
"w","major_purchase",19.03,363.4,120000,23.09,"Source Verified","D",7593,4,1,"MORTGAGE",1,11.6952470217642,1,0
"w","debt_consolidation",23.88,642.85,107500,10.72,"Not Verified","E",9765,0,0,"OWN",1,11.5852461265499,0,0
"w","debt_consolidation",14.08,268.65,80000,21.24,"Source Verified","C",12008,4,0,"OWN",1,11.289781913656,1,0
"w","credit_card",7.97,156.62,36000,12.6,"Not Verified","A",5122,3,0,"RENT",0,10.4912742174382,0,1
"f","home_improvement",16.02,211.01,87000,22.32,"Verified","C",3023,6,0,"MORTGAGE",1,11.3736633976367,1,0
"w","debt_consolidation",11.99,531.36,190000,11.1,"Source Verified","B",22606,1,7,"MORTGAGE",1,12.1547793511426,1,1
"w","credit_card",7.97,75.18,52000,18.76,"Source Verified","A",0,1,0,"RENT",0,10.8589989975636,1,1
"w","debt_consolidation",12.62,288.76,40000,18.21,"Verified","C",22902,2,0,"OWN",1,10.5966347330961,1,0
"w","debt_consolidation",11.99,431.73,60000,14.16,"Source Verified","B",12790,0,1,"MORTGAGE",1,11.0020998412042,1,1
"f","debt_consolidation",9.93,145.06,21600,11.39,"Source Verified","B",5357,0,0,"RENT",0,9.98044859367226,1,1
"f","credit_card",9.44,320.05,132000,8.61,"Not Verified","B",10366,2,0,"RENT",1,11.7905572015685,0,1
"w","debt_consolidation",10.91,326.97,63000,16,"Not Verified","B",7824,16,0,"MORTGAGE",0,11.0508900053737,0,1
"w","major_purchase",16.02,851.51,455400,9.09,"Source Verified","C",49282,6,0,"RENT",1,13.0289314326118,1,0
"f","debt_consolidation",10.42,486.98,68000,21.73,"Not Verified","B",6096,1,0,"RENT",0,11.1272629841582,0,1
"w","debt_consolidation",16.02,583.89,85000,1.75,"Not Verified","C",3758,2,0,"RENT",0,11.3504065354725,0,0
"f","debt_consolidation",18.06,289.47,47500,14.6,"Not Verified","D",8593,1,1,"RENT",1,10.7684849900227,0,0
"w","debt_consolidation",19.03,259.58,125000,26.49,"Not Verified","D",19913,2,0,"RENT",1,11.7360690162844,0,0
"w","major_purchase",9.93,424.26,194000,0.88,"Verified","B",934,2,0,"OWN",1,12.1756134380455,1,1
"f","debt_consolidation",19.03,1283.5,85000,22,"Verified","D",16377,1,0,"RENT",1,11.3504065354725,1,0
"w","debt_consolidation",7.97,187.94,80000,30.56,"Not Verified","A",27656,4,0,"RENT",1,11.289781913656,0,1
"w","debt_consolidation",13.59,1053.35,54100,23.07,"Verified","C",19223,2,0,"RENT",1,10.8985894648346,1,0
"w","debt_consolidation",15.05,121.42,25000,3.49,"Not Verified","C",4878,0,0,"OWN",1,10.1266311038503,0,0
"w","small_business",11.99,589.35,92000,28.38,"Source Verified","B",575,4,0,"OWN",0,11.4295438560312,1,1
"w","home_improvement",18.06,254.27,150000,18.49,"Verified","D",51942,3,0,"MORTGAGE",1,11.9183905730784,1,0
"w","credit_card",12.62,335.12,62500,12.6,"Not Verified","C",11423,3,0,"OWN",0,11.0429218357245,0,0
"w","debt_consolidation",15.05,55.51,70000,10.06,"Not Verified","C",4202,0,0,"MORTGAGE",0,11.1562505210315,0,0
"w","debt_consolidation",29.69,482.45,27560,28.22,"Source Verified","F",3338,5,1,"MORTGAGE",1,10.2241207251276,1,0
"w","debt_consolidation",9.44,512.08,64890,10.8,"Not Verified","B",7197,2,0,"RENT",0,11.0804488076152,0,1
"w","small_business",16.02,851.51,101000,0.14,"Source Verified","C",12,2,0,"OWN",0,11.5228757958234,1,0
"w","credit_card",7.35,232.79,35000,25.03,"Not Verified","A",8288,1,0,"OWN",0,10.4631033404715,0,1
"w","debt_consolidation",11.99,244.64,100000,5.78,"Not Verified","B",7919,4,0,"MORTGAGE",0,11.5129254649702,0,1
"w","home_improvement",13.59,407.75,100000,11.15,"Source Verified","C",12252,3,1,"MORTGAGE",0,11.5129254649702,1,0
"f","debt_consolidation",15.05,173.45,47000,37.61,"Not Verified","C",8945,2,0,"RENT",0,10.7579028806922,0,0
"w","debt_consolidation",15.05,571.59,79000,14.43,"Verified","C",15534,4,0,"RENT",1,11.2772031314492,1,0
"f","debt_consolidation",11.99,830.24,35000,17.94,"Not Verified","B",21042,1,0,"RENT",0,10.4631033404715,0,1
"w","home_improvement",10.91,492.08,43680,12.91,"Not Verified","B",3553,1,2,"MORTGAGE",1,10.6846456104188,0,1
"f","debt_consolidation",23.88,317.28,51000,24.71,"Not Verified","E",4742,4,0,"RENT",1,10.8395809117065,0,0
"f","debt_consolidation",7.97,375.88,220000,3.06,"Not Verified","A",844,1,0,"MORTGAGE",0,12.3013828253345,0,1
"w","debt_consolidation",26.3,1415.78,155000,23.22,"Verified","E",27887,2,0,"OWN",0,11.9511803959014,1,0
"w","debt_consolidation",17.09,373.52,105000,21.51,"Not Verified","D",25061,2,0,"MORTGAGE",1,11.5617156291397,0,0
"w","small_business",26.3,1054.15,3000,107.6,"Verified","E",5739,6,0,"MORTGAGE",0,8.00636756765025,1,0
"w","debt_consolidation",9.44,1184.19,122000,21.33,"Verified","B",27446,0,0,"RENT",1,11.7117763237154,1,1
"w","debt_consolidation",6.08,761.46,204000,3.83,"Verified","A",5099,6,0,"MORTGAGE",1,12.2258752728264,1,1
"w","credit_card",10.42,257.46,72000,15.28,"Not Verified","B",9522,3,0,"OWN",0,11.1844213979982,0,1
"w","credit_card",11.99,222.4,54000,3.98,"Source Verified","B",7895,2,1,"MORTGAGE",0,10.8967393255464,1,1
"w","debt_consolidation",20,317.93,49000,32.33,"Not Verified","D",10209,2,0,"MORTGAGE",0,10.7995755770928,0,0
"w","debt_consolidation",5.32,752.87,118000,17.52,"Source Verified","A",10044,0,0,"MORTGAGE",0,11.6784399034478,1,1
"f","credit_card",24.85,182.54,50000,14.83,"Source Verified","E",3665,0,0,"RENT",1,10.8197782844103,1,0
"w","debt_consolidation",9.93,464.18,75000,14.8,"Source Verified","B",25068,0,1,"OWN",1,11.2252433925184,1,1
"w","debt_consolidation",17.09,107.99,21000,2.23,"Source Verified","D",0,1,2,"RENT",1,9.95227771670556,1,0
"w","credit_card",18.06,317.83,62000,8.85,"Verified","D",5385,0,1,"MORTGAGE",0,11.0348896640272,1,0
"f","debt_consolidation",17.09,178.49,48500,24.57,"Source Verified","D",12876,2,1,"RENT",0,10.7893190769256,1,0
"f","home_improvement",13.59,305.81,25600,47.54,"Source Verified","C",35069,0,0,"OWN",0,10.1503476304677,1,0
"f","debt_consolidation",16.02,211.01,50000,30.32,"Source Verified","C",6383,1,0,"RENT",1,10.8197782844103,1,0
"w","debt_consolidation",7.97,1252.91,350000,7.9,"Source Verified","A",28455,1,0,"OWN",0,12.7656884334656,1,1
"f","credit_card",10.42,227.26,51500,28.04,"Not Verified","B",24198,1,0,"RENT",0,10.8493370866518,0,1
"w","debt_consolidation",17.09,871.54,120000,4.57,"Verified","D",198,1,0,"OWN",1,11.6952470217642,1,0
"w","debt_consolidation",13.59,461.13,80000,14.43,"Source Verified","C",7993,1,0,"MORTGAGE",1,11.289781913656,1,0
"w","credit_card",24.85,585.27,87000,17.85,"Verified","E",10847,2,0,"MORTGAGE",1,11.3736633976367,1,0
"w","debt_consolidation",18.06,180.92,90000,7.58,"Not Verified","D",3720,3,2,"OWN",1,11.4075649493124,0,0
"w","credit_card",10.91,326.97,100000,8.1,"Not Verified","B",8503,4,1,"MORTGAGE",0,11.5129254649702,0,1
"w","debt_consolidation",15.05,571.59,140000,10.58,"Source Verified","C",6602,0,0,"RENT",1,11.8493977015914,1,0
"w","debt_consolidation",7.07,61.82,62000,19.16,"Not Verified","A",12803,0,0,"RENT",1,11.0348896640272,0,1
"w","debt_consolidation",21.45,361.82,50000,0.65,"Source Verified","D",200,0,0,"OWN",1,10.8197782844103,1,0
"w","debt_consolidation",9.93,322.35,60000,13.17,"Source Verified","B",7865,0,0,"RENT",1,11.0020998412042,1,1
"f","debt_consolidation",9.44,320.05,17976,7.81,"Not Verified","B",1438,1,1,"OWN",1,9.79679281386517,0,1
"w","debt_consolidation",9.93,322.35,78000,4.01,"Source Verified","B",2630,2,1,"MORTGAGE",0,11.2644641056717,1,1
"w","debt_consolidation",21.45,955.75,125000,24.88,"Verified","D",75019,0,0,"MORTGAGE",1,11.7360690162844,1,0
"w","home_improvement",9.44,640.1,54000,15.18,"Source Verified","B",2501,5,1,"OWN",1,10.8967393255464,1,1
"w","debt_consolidation",17.09,171.35,61000,20.13,"Source Verified","D",4658,0,0,"RENT",1,11.0186291431554,1,0
"f","debt_consolidation",19.03,453.81,156000,28.09,"Source Verified","D",9853,9,0,"MORTGAGE",1,11.9576112862317,1,0
"w","debt_consolidation",9.93,464.18,42000,14.91,"Not Verified","B",9309,1,0,"OWN",0,10.6454248972655,0,1
"w","debt_consolidation",9.44,435.27,90000,24.41,"Source Verified","B",10046,6,0,"MORTGAGE",0,11.4075649493124,1,1
"f","debt_consolidation",14.08,325.06,75000,28.54,"Not Verified","C",7529,6,0,"RENT",0,11.2252433925184,0,0
"w","debt_consolidation",13.59,530.3,50000,29.4,"Not Verified","C",20790,2,1,"MORTGAGE",1,10.8197782844103,0,0
"f","debt_consolidation",16.02,147.71,22000,15.38,"Verified","C",256,2,0,"MORTGAGE",0,9.99879773234045,1,0
"w","debt_consolidation",11.99,400.31,12000,10,"Source Verified","B",1823,2,0,"MORTGAGE",1,9.39266192877014,1,1
"w","debt_consolidation",25.82,358.01,38400,22.41,"Source Verified","E",1974,2,0,"RENT",1,10.5558127385758,1,0
"w","credit_card",10.42,324.65,162000,14.03,"Not Verified","B",46576,0,0,"RENT",0,11.9953516142145,0,1
"w","debt_consolidation",17.09,373.52,42000,29.57,"Not Verified","D",36891,1,0,"RENT",1,10.6454248972655,0,0
"w","debt_consolidation",19.03,293.37,79999,10.22,"Source Verified","D",13689,4,1,"MORTGAGE",1,11.2897694135779,1,0
"w","debt_consolidation",7.35,931.13,71000,11.28,"Source Verified","A",2448,1,3,"MORTGAGE",1,11.1704351560235,1,1
"f","credit_card",22.91,773.26,105000,24.9,"Source Verified","E",35578,3,0,"MORTGAGE",1,11.5617156291397,1,0
"f","major_purchase",30.79,328.41,36800,3.78,"Not Verified","G",3549,5,0,"RENT",0,10.513253124157,0,0
"w","debt_consolidation",22.91,984.86,94000,15.56,"Verified","E",8246,3,2,"MORTGAGE",1,11.4510500612521,1,0
"w","home_improvement",15.05,277.52,18000,17.53,"Verified","C",14951,1,0,"MORTGAGE",1,9.7981270368783,1,0
"w","debt_consolidation",9.44,480.08,50000,5.98,"Source Verified","B",2744,1,0,"RENT",1,10.8197782844103,1,1
"w","debt_consolidation",9.44,1280.2,200000,8.33,"Verified","B",52686,0,0,"MORTGAGE",0,12.2060726455302,1,1
