newacct_no,tenure,effc_strt_date,effc_end_date,contract_month,ce_expiry,secured_revenue,bandwidth,term_reas_code,complaint_cnt,with_phone_service,churn
93758415.001.000063884,82,2018-12-20,2020-12-19,24,10,716,1000M (FTTO),0,0,0,0
95904207.001.000091529,11,2018-11-07,2020-06-11,24,9,138,100M,0,0,0,0
91947119.001.000055460,86,2018-11-07,2020-06-11,24,9,228,100M,0,0,0,0
95312039.001.000084763,7,2019-08-23,2021-08-22,24,18,550,1000M (FTTO),0,0,0,0
76820786.001.000026424,116,2019-11-18,2021-11-17,24,21,136,30M,0,0,1,0
94761053.001.000078199,32,2018-04-07,2020-06-04,24,2,198,100M,0,0,0,0
94647690.001.000076343,31,2019-12-01,2021-11-30,24,22,160,100M,0,0,0,0
95017505.001.000081796,22,2018-12-16,2020-12-15,24,10,90,100M,0,0,0,0
90781501.001.000035405,115,2019-07-16,2021-07-15,24,17,163,10M,0,0,0,0
94356664.001.000072103,42,2018-10-23,2020-10-22,24,8,162,10M,0,0,1,0
94390507.001.000072605,50,2019-02-01,2021-01-31,24,12,320,100M,0,0,0,0
95390845.001.000085788,3,2019-11-06,2021-05-11,24,21,198,100M,0,0,0,0
95251237.001.000084125,15,2019-06-16,2021-06-15,24,16,250,100M,0,0,0,0
90281502.003.000082154,12,2019-02-15,2020-02-14,12,0,398,100M,0,0,0,0
94652872.001.000076422,40,2015-11-30,2017-11-29,24,-26,188,10M,0,0,0,1
94607819.001.000075627,29,2019-10-19,2021-10-18,24,20,288,100M,0,0,0,0
94763315.001.000088611,6,2018-05-29,2019-11-28,18,-2,353,10M,0,0,0,1
72848385.002.000083392,9,2019-07-03,2021-02-07,24,17,260,100M,0,0,1,0
96052790.001.000092722,2,2019-01-11,2021-10-01,24,11,124,100M,0,0,0,0
95717674.001.000089601,7,2018-07-06,2020-05-07,24,5,412,1000M (FTTO),0,0,0,0
90232042.001.000029345,129,2018-08-01,2020-07-31,24,6,168,10M,0,0,0,0
95057188.001.000082140,29,2019-01-23,2020-01-22,12,-1,480,100M (FTTO),0,0,0,0
94565041.001.000074941,44,2019-09-12,2020-11-09,12,7,219,100M,0,0,0,0
94843778.001.000079502,23,2017-06-07,2020-06-07,37,5,140,100M,0,0,0,0
91481341.001.000052192,94,2018-04-12,2020-11-04,24,2,181,10M,0,0,1,0
95659280.001.000088881,0,2018-05-25,2020-05-24,24,3,0,100M (FTTO),0,0,0,0
94299930.001.000070952,53,2018-10-22,2020-10-21,24,8,160,100M (FTTO),0,0,0,0
94640430.001.000076252,31,2017-11-18,2019-11-17,24,-3,262,100M,0,0,0,1
95150322.001.000083211,31,2019-03-26,2021-04-25,25,14,319,100M,0,0,0,0
93837169.001.000064297,73,2019-01-09,2021-08-01,24,11,146,100M (FTTO),0,0,1,0
74491861.001.000017184,151,2016-11-23,2018-11-22,24,-15,303,30M,2,0,1,1
90779265.002.000073416,48,2017-05-04,2019-03-05,24,-9,160,30M,0,0,0,1
95656351.001.000088868,11,2018-06-23,2020-06-22,24,4,549,1000M (FTTO),0,0,0,0
73606030.001.000013107,162,2015-03-13,2017-12-03,24,-36,160,30M,1,0,0,1
93909562.001.000065432,58,2017-06-24,2019-06-23,24,-8,814,10M,0,0,1,1
94980125.001.000081424,20,2019-01-10,2021-09-01,24,11,178,100M,0,0,0,0
91319244.001.000077923,40,2018-03-19,2020-03-18,24,1,356,30M,0,0,1,0
95230421.001.000083911,8,2019-12-03,2021-02-12,24,22,148,100M,0,0,0,0
95756581.001.000090164,16,2018-07-30,2020-07-29,24,6,549,1000M (FTTO),0,0,0,0
95308201.001.000084715,26,2019-07-27,2021-07-26,24,18,120,100M,0,0,0,0
72082043.001.000089441,7,2018-07-20,2020-07-19,24,5,236,100M (FTTO),0,0,1,0
76504612.007.000085242,23,2019-11-28,2021-11-27,24,22,250,100M (FTTO),0,0,0,0
94992203.001.000081565,25,2018-12-12,2020-11-12,24,10,636,100M (FTTO),0,0,0,0
93406577.018.000093104,9,2019-02-22,2020-02-21,12,0,550,100M (FTTO),0,0,1,0
71636377.001.000068442,47,2018-03-01,2020-02-29,24,1,608,30M,0,0,1,0
74223454.002.000071854,41,2017-02-08,2020-07-02,36,0,2178,1000M (FTTO),0,0,1,0
90691304.001.000078874,40,2018-05-19,2020-05-18,24,3,90,100M,0,0,1,0
94867991.001.000079842,28,2018-07-29,2020-07-28,24,6,138,30M,0,0,0,0
95375382.001.000085615,26,2019-10-13,2021-12-10,24,20,1500,100M,0,0,0,0
95538138.001.000087470,10,2020-02-01,2022-01-31,24,24,450,100M,0,0,0,0
73780157.002.000052015,114,2018-05-11,2020-10-05,24,3,180,100M (FTTO),0,0,1,0
93576635.001.000062020,73,2016-11-01,2018-10-31,24,-15,160,30M,0,0,0,1
93818227.001.000064057,65,2018-02-07,2021-06-02,36,12,202,100M,0,0,1,0
95209862.001.000089203,7,2018-06-07,2020-06-06,24,4,446,100M,0,0,0,0
94025921.001.000067146,73,2019-10-30,2021-10-29,24,21,160,100M,0,0,1,0
93808632.001.000063947,66,2019-01-01,2020-12-31,24,11,384,100M,0,0,1,0
91565614.001.000053025,103,2019-09-23,2020-09-22,12,7,286,100M,0,0,0,0
95225025.001.000083854,25,2019-05-26,2021-05-25,24,15,140,100M,0,0,0,0
90759788.001.000034898,106,2014-11-14,2016-11-13,24,-39,354,100M,0,0,0,1
74890344.001.000019181,138,2019-11-01,2021-10-31,24,21,163,10M,0,0,1,0
94937331.001.000086712,2,2017-12-05,2019-04-12,24,-13,484,100M,0,0,0,1
95328084.002.000085717,9,2019-09-21,2021-09-20,24,19,140,100M,0,0,0,0
93914653.001.000065529,62,2019-08-01,2021-07-31,24,18,198,100M,0,0,1,0
95202578.001.000083623,23,2019-11-27,2020-11-26,12,10,438,300M (FTTO),0,0,0,0
94730868.001.000077745,33,2018-03-08,2020-07-03,24,1,140,100M,0,0,0,0
93914638.001.000065532,66,2019-07-01,2021-06-30,24,17,248,100M,0,0,0,0
94342797.001.000071886,55,2018-12-01,2020-11-30,24,10,106,10M,0,0,0,0
95185609.001.000083447,30,2019-05-18,2021-05-17,24,15,582,100M,0,0,0,0
93999605.001.000066787,74,2019-10-29,2021-10-28,24,21,275,100M,0,0,0,0
73419962.001.000012334,162,2018-09-01,2020-08-31,24,7,268,100M,0,0,1,0
94884509.002.000083501,23,2019-11-08,2021-07-11,24,21,151,100M,0,0,0,0
95328506.001.000085190,21,2019-09-04,2021-03-09,24,19,90,100M,0,0,0,0
96213681.001.000094061,4,2019-04-29,2021-04-28,24,15,124,100M,0,0,0,0
90441890.002.000055554,109,2018-12-16,2020-12-15,24,10,242,10M,0,0,1,0
94637584.001.000076203,31,2019-12-07,2021-06-12,24,22,1267,300M (FTTO),0,0,0,0
94546918.002.000078707,33,2018-05-10,2020-09-05,24,3,216,30M,0,0,0,0
94358165.001.000081538,35,2019-10-03,2022-02-12,38,34,220,100M (FTTO),0,0,0,0
93967461.002.000068347,48,2019-12-13,2021-12-12,24,22,2850,100M,0,0,1,0
95650990.001.000089169,14,2018-06-04,2020-03-06,24,4,574,1000M (FTTO),0,0,0,0
95464574.001.000086770,9,2019-06-19,2022-01-18,31,23,396,100M,0,0,0,0
94836939.001.000079410,36,2018-07-29,2020-07-28,24,6,158,100M,0,0,0,0
95422507.001.000086182,17,2019-10-31,2021-10-30,24,21,1086,500M (FTTO),0,0,0,0
95748190.001.000090093,8,2018-07-19,2020-07-18,24,5,90,100M,0,0,0,0
92941061.001.000085555,20,2019-10-06,2021-05-10,24,20,184,100M,0,0,1,0
90687567.001.000033317,104,2017-12-02,2019-01-12,24,-2,98,10M,0,0,1,1
72380371.001.000009157,177,2017-03-01,2019-02-28,24,-11,183,10M,0,0,1,1
95390258.001.000085780,24,2019-10-28,2021-10-27,24,21,2828,100M (FTTO),0,0,0,0
78987997.001.000027931,120,2017-09-30,2019-09-29,24,-4,171,10M,0,0,1,1
94162419.001.000068656,51,2017-11-01,2019-10-31,24,-3,295,100M,0,0,1,1
93511707.001.000061668,82,2019-09-16,2020-09-15,12,7,422,100M,0,0,1,0
94334463.001.000071720,53,2018-12-01,2020-11-30,24,10,128,100M,0,0,1,0
92651959.001.000058500,82,2019-09-02,2021-01-09,24,19,298,30M,0,0,1,0
90735499.001.000033822,107,2019-01-05,2021-04-01,24,11,260,100M,0,0,1,0
95789632.001.000090523,15,2018-08-18,2020-08-17,24,6,120,100M (FTTO),0,0,0,0
91089052.001.000063939,80,2019-01-17,2021-01-16,24,11,170,100M (FTTO),0,0,1,0
70723549.001.000083136,21,2017-05-23,2019-05-22,24,-9,531,100M,0,0,0,1
94136736.001.000087535,16,2018-02-01,2020-01-31,24,0,248,100M,0,0,1,0
95243283.001.000084023,22,2019-06-15,2021-06-14,24,16,140,100M,0,0,0,0
91610030.003.000072614,41,2019-03-10,2021-09-03,24,13,319,100M,0,0,0,0
94896297.001.000080263,28,2018-08-30,2020-08-29,24,7,160,100M,0,0,0,0
94724846.001.000077674,24,2018-03-04,2020-03-03,24,1,328,100M,0,0,0,0
94208279.001.000089421,19,2018-06-13,2020-12-06,24,4,198,100M,0,0,0,0
75475178.001.000077367,27,2019-11-26,2022-02-25,27,24,724,100M,0,0,1,0
94472404.002.000074226,36,2015-07-06,2017-05-07,24,-31,198,100M,0,0,0,1
95631032.001.000088525,5,2018-05-16,2020-05-15,24,3,750,100M (FTTO),0,0,0,0
71733711.001.000006137,187,2019-01-16,2021-01-15,24,11,776,30M,0,0,1,0
92770874.001.000059994,89,2019-12-01,2021-11-30,24,22,168,100M,0,0,1,0
95888541.001.000091408,5,2018-10-16,2020-10-15,24,8,138,100M,0,0,0,0
73503211.001.000012726,154,2016-02-02,2018-01-03,25,-23,178,100M,0,0,0,1
91451666.001.000051667,105,2018-12-11,2020-10-12,24,10,218,300M (FTTO),0,0,1,0
94779295.001.000088604,17,2018-05-21,2020-05-20,24,3,360,30M,0,0,0,0
73062390.001.000011139,179,2019-08-15,2021-08-14,24,18,467,30M,0,0,0,0
92271022.001.000010439,168,2018-09-05,2021-04-04,31,14,619,10M,0,0,1,0
94653300.005.000085396,14,2017-09-28,2019-04-27,19,-9,1600,1000M (FTTO),0,0,0,1
91318956.001.000049506,113,2018-03-15,2020-03-14,24,1,808,10M,0,0,1,0
93862134.001.000064725,67,2019-04-01,2021-03-31,24,14,188,100M,0,0,1,0
75912865.001.000024635,129,2016-12-10,2018-09-12,24,-14,303,10M,0,0,0,1
74611773.001.000017808,162,2019-12-30,2021-12-29,24,23,242,100M (FTTO),0,0,1,0
93847317.001.000064455,58,2019-01-01,2020-12-31,24,11,202,100M,0,0,1,0
95195756.001.000083556,17,2019-05-23,2021-05-22,24,15,90,100M (FTTO),0,0,0,0
95225066.001.000083858,16,2017-06-01,2019-05-31,24,-8,186,30M,0,0,0,1
73781528.001.000014009,163,2019-04-20,2021-04-19,24,14,170,100M,0,0,1,0
94689304.001.000077035,38,2018-03-18,2020-03-17,24,1,140,100M,0,0,0,0
94813409.002.000088966,18,2018-06-08,2020-07-06,24,4,248,500M (FTTO),0,0,0,0
94243672.001.000070115,62,2018-06-20,2020-06-19,24,4,212,100M,0,1,1,0
91205468.001.000062395,80,2018-10-15,2020-10-14,24,8,388,300M (FTTO),0,0,1,0
94990827.001.000081540,37,2018-12-15,2020-12-14,24,10,220,100M,0,0,0,0
95637658.001.000088609,2,2018-05-04,2020-03-05,24,3,90,100M,0,0,0,0
95250502.001.000091988,12,2018-11-16,2020-11-15,24,9,988,100M,0,0,0,0
95550604.001.000087631,8,2018-02-27,2020-02-26,24,1,100,100M,0,0,0,0
92528637.001.000058021,87,2019-06-01,2021-05-31,24,16,225,100M (FTTO),0,0,0,0
78090818.001.000027501,115,2018-07-14,2020-07-13,24,5,169,30M,0,0,1,0
91465039.001.000051882,114,2019-11-01,2021-10-31,24,21,898,100M (FTTO),0,0,1,0
90789595.001.000082518,23,2017-03-04,2020-03-03,36,1,1680,100M (FTTO),0,0,1,0
90509324.001.000072704,58,2019-02-13,2021-12-02,24,12,2100,100M,0,0,1,0
95115614.001.000082698,22,2019-03-04,2021-03-03,24,13,178,100M (FTTO),0,1,0,0
95925251.001.000091711,14,2018-11-06,2020-05-11,24,9,198,100M,0,0,0,0
96301122.001.000094894,3,2019-07-04,2021-03-07,24,17,120,100M (FTTO),0,0,0,0
71872899.001.000006786,191,2019-01-24,2020-01-23,12,-1,180,100M,0,0,0,0
94062940.001.000067638,55,2019-10-04,2021-03-10,24,20,173,10M,0,0,1,0
94819513.001.000079071,38,2017-08-01,2019-07-31,24,-6,180,100M (FTTO),0,0,0,1
73541062.001.000012821,156,2018-04-11,2020-10-06,26,4,150,30M,0,0,0,0
94332376.001.000071670,47,2016-11-13,2018-12-11,24,-15,178,100M,0,0,0,0
94064615.001.000067679,57,2019-11-24,2021-11-23,24,21,159,100M,0,0,1,0
72074750.001.000007749,179,2019-04-30,2021-04-29,24,15,188,100M,0,0,0,0
95370482.001.000085561,6,2017-09-18,2020-09-17,36,7,250,100M,0,0,0,0
94821113.001.000079089,32,2018-05-14,2020-09-13,28,7,198,100M (FTTO),0,0,0,0
90894296.001.000037587,104,2018-03-05,2020-04-03,24,1,198,100M,0,0,1,0
95880597.001.000091356,3,2018-10-10,2020-09-10,24,8,199,300M (FTTO),0,0,0,0
74842956.001.000018958,149,2018-05-08,2020-07-05,24,3,228,100M,0,0,0,0
75158766.001.000020625,148,2012-02-10,2014-09-02,24,-72,198,100M,0,0,0,1
94338175.001.000071812,40,2018-11-21,2020-11-20,24,9,198,100M,0,0,1,0
94157369.001.000068907,67,2018-02-09,2020-08-05,27,3,145,100M,0,0,1,0
94356920.001.000092334,4,2019-01-02,2021-01-01,24,11,1000,100M (FTTO),0,0,1,0
94684271.001.000076952,41,2018-01-25,2020-01-24,24,-1,138,100M,0,0,0,0
95407961.001.000085946,16,2019-10-01,2021-09-30,24,20,376,100M,0,0,0,0
95612313.001.000088304,3,2018-05-23,2021-05-22,36,-2,1180,1000M (FTTO),0,0,0,1
93885424.001.000081381,20,2018-11-29,2020-11-28,24,10,1324,10M,0,0,1,0
94644572.001.000086660,15,2017-12-01,2019-11-30,24,-2,400,100M,0,0,0,1
95518593.001.000087316,3,2019-08-13,2021-12-08,24,18,140,100M,0,0,0,0
95911095.001.000091593,13,2018-10-23,2020-10-22,24,8,90,100M,0,0,0,0
92413798.001.000066320,66,2019-06-01,2021-05-31,24,16,354,100M,0,0,0,0
95334900.001.000085291,21,2017-09-01,2019-08-31,24,-5,181,30M,0,0,0,1
94207149.001.000069614,42,2018-08-01,2020-07-31,24,6,168,100M,0,0,1,0
94898269.001.000081282,21,2016-11-14,2018-11-13,24,-15,308,100M,0,0,0,1
94479508.001.000073889,55,2019-06-15,2021-06-14,24,16,534,100M,0,0,0,0
75099747.002.000059388,90,2019-09-30,2021-09-29,24,20,208,100M (FTTO),0,0,0,0
75571216.001.000022810,128,2017-10-20,2022-08-19,58,30,208,100M,0,0,1,0
94523180.001.000074419,32,2017-08-01,2019-07-31,24,-6,198,30M,0,0,0,1
96266440.001.000093684,6,2019-04-30,2021-04-29,24,15,19004,300M (FTTO),0,0,0,0
94066925.001.000067731,64,2019-09-08,2021-07-09,24,19,230,100M,0,0,0,0
90106444.001.000028568,124,2020-01-31,2022-01-30,24,24,155,100M (FTTO),0,0,1,0
73620502.001.000013181,153,2017-10-10,2020-09-08,34,6,141,10M,0,0,1,0
91954057.001.000055499,87,2018-12-01,2020-11-30,24,10,178,100M,0,0,1,0
91576710.001.000053102,90,2018-06-18,2020-06-17,24,4,241,30M,0,0,1,0
94629672.001.000076051,36,2018-12-05,2021-04-12,36,22,140,100M,0,0,0,0
91368324.001.000050572,97,2020-01-06,2022-05-01,24,23,165,100M,0,0,1,0
95312021.001.000084764,29,2019-08-07,2021-06-08,24,18,3300,1000M (FTTO),0,0,0,0
73756686.001.000013879,158,2019-03-19,2021-03-18,24,13,178,100M (FTTO),0,0,1,0
90339078.001.000082818,17,2019-04-13,2021-12-04,24,14,336,100M,0,0,1,0
96094925.001.000093072,2,2019-02-23,2021-02-22,24,12,228,1000M (FTTO),0,0,0,0
95615126.001.000088334,12,2018-12-22,2020-12-21,24,10,148,100M,0,0,0,0
94452752.001.000073537,47,2017-05-01,2019-04-30,24,-9,598,10M,3,0,0,1
74215153.001.000015910,146,2019-01-01,2021-05-31,29,16,254,100M,0,0,1,0
95748406.001.000090105,17,2018-07-30,2020-07-29,24,6,188,100M,0,0,0,0
91920074.001.000055291,88,2017-03-18,2019-03-17,24,-11,178,100M,0,0,0,1
94317229.001.000080971,21,2018-11-07,2020-06-11,24,9,320,100M (FTTO),0,0,1,0
75672196.001.000023322,145,2018-05-11,2020-10-12,31,10,263,100M,0,0,1,0
94303831.001.000071059,51,2018-09-01,2020-08-31,24,7,193,100M,0,0,1,0
79006888.001.000028024,124,2018-10-13,2020-12-10,24,8,344,100M,0,0,1,0
95618146.001.000088348,16,2018-05-07,2020-06-05,24,3,140,100M (FTTO),0,0,0,0
95401345.001.000085912,21,2018-01-31,2021-01-30,36,12,178,100M,0,0,0,0
95203907.001.000083639,25,2017-05-12,2019-11-05,24,-9,787,100M,2,0,0,1
92386127.001.000089994,2,2018-07-28,2020-07-27,24,6,4141,1000M (FTTO),0,0,1,0
95078648.001.000082352,14,2017-02-15,2019-02-14,24,-21,540,100M,0,0,0,1
94921103.001.000080588,16,2018-09-28,2020-09-27,24,8,368,300M (FTTO),0,0,0,0
91488197.001.000052335,99,2018-03-18,2020-03-17,24,1,148,100M,0,0,1,0
92215722.001.000056722,96,2018-03-21,2020-03-20,24,1,145,100M (FTTO),0,0,0,0
93703775.001.000090333,5,2018-08-31,2020-08-30,24,7,254,10M,0,0,1,0
95582383.001.000088008,8,2018-03-23,2020-03-22,24,1,168,100M,0,0,0,0
75155242.001.000020605,136,2018-07-26,2020-07-25,24,5,258,30M,0,0,1,0
95445482.001.000086512,4,2019-11-21,2021-11-20,24,21,378,100M,0,0,0,0
95897401.002.000095533,1,2019-09-20,2021-09-19,24,19,1540,1000M (FTTO),0,0,0,0
95577722.001.000087933,7,2018-10-30,2022-04-29,42,27,198,100M,0,0,0,0
96002134.001.000092333,2,2018-12-14,2021-12-13,36,22,218,1000M (FTTO),0,0,0,0
90940453.001.000038062,95,2019-09-15,2021-11-14,26,21,172,30M,0,0,1,0
93703783.001.000062735,73,2018-09-16,2020-09-15,24,7,338,100M,0,0,1,0
95897302.001.000093865,1,2019-05-02,2021-01-05,24,15,306,100M (FTTO),0,0,0,0
95475976.001.000086891,22,2019-12-12,2021-11-12,24,22,90,100M (FTTO),0,0,0,0
94584158.001.000076462,29,2018-02-01,2020-01-31,24,0,290,100M,0,0,0,0
95315701.001.000086998,8,2019-03-31,2029-03-29,120,110,0,1000M (FTTO),0,0,0,0
94635786.002.000085997,13,2019-06-11,2022-10-06,36,28,2480,100M (FTTO),0,0,0,0
94373982.001.000082281,18,2019-02-01,2021-01-31,24,12,198,100M,0,0,0,0
90164963.002.000083812,21,2019-06-07,2021-06-06,24,16,2755,100M,0,0,1,0
90825456.001.000093295,3,2019-03-13,2022-12-03,36,25,500,1000M (FTTO),0,0,0,0
70625140.001.000092866,8,2019-01-24,2021-01-23,24,11,500,1000M (FTTO),0,0,0,0
94525334.001.000090170,9,2018-07-24,2020-07-23,24,5,226,100M,0,0,0,0
90632167.002.000064317,62,2017-09-01,2019-08-31,24,-5,1388,10M,0,0,1,1
94814506.001.000079002,41,2017-07-03,2020-02-07,36,5,140,100M (FTTO),0,0,0,0
93912889.001.000065967,70,2019-03-01,2021-02-28,24,13,187,100M,0,0,1,0
94405768.001.000072898,52,2019-02-01,2021-02-28,25,13,248,100M,0,0,1,0
91993097.001.000055731,95,2014-12-29,2016-12-28,24,-37,750,100M,0,0,1,1
96143839.001.000093422,6,2019-04-02,2022-01-04,36,26,548,1000M (FTTO),0,0,0,0
70944475.001.000003364,185,2018-06-16,2020-06-15,24,4,258,30M,0,0,1,0
74897364.001.000019206,148,2019-03-10,2021-09-03,24,13,183,100M (FTTO),0,0,1,0
91354118.001.000050352,111,2019-11-01,2021-10-31,24,21,140,100M,0,0,1,0
92257609.002.000056909,82,2019-05-20,2021-05-19,24,15,300,100M,0,1,0,0
75367508.001.000079709,18,2016-07-26,2018-07-25,24,-19,496,100M,0,0,1,1
95958336.001.000092005,2,2018-12-28,2020-12-27,24,11,900,300M (FTTO),0,0,0,0
76204643.001.000025656,118,2019-07-26,2021-07-25,24,17,185,10M,0,0,1,0
91040774.002.000056092,86,2017-07-28,2019-07-27,24,-6,178,100M,0,0,1,1
91540211.001.000052841,100,2018-08-10,2019-09-08,12,-6,196,10M,0,0,1,0
95037099.001.000081967,27,2019-01-09,2021-08-01,24,11,203,100M,0,0,0,0
75735183.002.000069371,59,2018-05-21,2020-05-20,24,3,168,100M,0,0,1,0
95461430.001.000086697,6,2019-11-29,2021-11-28,24,22,180,100M,0,0,0,0
95672259.001.000089163,1,2018-06-16,2020-06-15,24,-12,0,10M,0,0,0,1
74576745.001.000017628,141,2019-10-18,2021-10-17,24,20,143,10M,0,0,1,0
95323481.001.000084872,19,2019-08-14,2020-08-13,12,6,238,100M,0,0,0,0
74690710.001.000088430,10,2018-05-02,2020-01-05,24,3,332,100M,0,0,0,0
95727384.001.000092288,9,2018-12-11,2020-10-12,24,10,641,1000M (FTTO),0,0,0,0
72677214.018.000088781,12,2018-05-26,2020-05-25,24,3,268,100M (FTTO),0,0,1,0
74086216.001.000015313,157,2019-02-27,2021-02-26,24,13,191,30M,0,0,1,0
74785940.002.000075702,21,2018-04-25,2020-04-24,24,2,5800,10M,0,0,1,0
95664769.001.000088965,19,2018-06-13,2020-12-06,24,4,138,100M,0,0,0,0
93721934.001.000062872,68,2018-08-07,2021-06-08,36,18,169,30M,0,0,1,0
95430096.001.000086286,23,2019-11-29,2021-11-28,24,22,225,100M (FTTO),0,0,0,0
95631016.001.000088523,8,2018-05-09,2020-08-05,24,3,178,100M,0,0,0,0
95615068.001.000088330,7,2019-04-18,2020-04-17,12,2,638,1000M (FTTO),0,0,0,0
70976717.002.000075677,41,2017-10-14,2019-10-13,24,-4,6000,30M,0,0,0,1
71341762.001.000004610,193,2018-08-16,2020-08-15,24,6,356,30M,0,0,1,0
75695007.001.000088526,3,2018-05-14,2020-05-13,24,3,1069,100M,0,0,1,0
93481281.001.000061511,91,2018-05-31,2020-05-30,24,4,235,100M,0,0,1,0
95343620.001.000085349,5,2019-09-05,2021-04-09,24,19,140,100M (FTTO),0,0,0,0
75512350.001.000022507,136,2018-12-30,2020-12-29,24,11,178,100M,0,0,1,0
92632264.001.000058439,82,2013-08-01,2015-07-31,24,-54,137,10M,1,0,0,1
93369585.001.000061000,70,2019-05-17,2021-05-16,24,15,516,100M,0,0,0,0
91680777.001.000089543,17,2018-07-06,2020-05-07,24,5,296,100M,0,0,1,0
94647146.001.000083435,20,2019-11-04,2020-03-03,4,1,658,100M,0,0,0,0
73599607.001.000069551,63,2018-05-30,2020-05-29,24,4,288,100M,0,0,1,0
92738632.001.000058788,85,2017-09-01,2019-08-31,24,-5,1210,10M,0,0,1,1
94452786.001.000073541,41,2019-06-24,2021-06-23,24,16,178,100M,0,0,0,0
94893351.001.000080238,23,2018-08-16,2020-08-15,24,6,90,100M,0,0,0,0
94786704.001.000078606,29,2018-05-30,2020-05-29,24,4,140,100M,0,0,0,0
94146735.001.000068729,60,2017-04-01,2019-03-31,24,-10,354,100M,0,0,1,1
95928354.001.000091741,9,2018-11-06,2020-05-11,24,9,138,100M,0,0,0,0
75708487.001.000091657,9,2018-11-20,2020-11-19,24,9,410,100M,0,0,1,0
95325312.001.000084894,21,2019-08-12,2021-11-08,24,18,163,10M,0,0,0,0
72895808.001.000086640,23,2017-12-01,2019-11-30,24,-2,726,100M (FTTO),0,0,1,1
90616376.002.000054954,103,2018-08-01,2020-07-31,24,6,132,30M,0,0,1,0
95768073.001.000090297,12,2018-08-03,2020-02-08,24,6,555,1000M (FTTO),0,0,0,0
95170726.001.000083306,25,2019-05-05,2021-04-05,24,15,814,100M (FTTO),0,0,0,0
91546721.002.000083208,24,2020-01-14,2022-01-13,24,23,198,300M (FTTO),0,0,0,0
94205481.001.000092415,7,2019-01-02,2022-01-01,36,23,12393,300M (FTTO),0,0,1,0
90983123.002.000061702,90,2019-11-01,2021-10-31,24,21,898,100M,0,0,1,0
92295609.001.000086603,12,2019-11-22,2021-11-21,24,21,292,100M,0,0,1,0
91897660.002.000056189,80,2019-05-01,2021-04-30,24,15,568,100M,0,0,1,0
95133922.001.000082903,25,2019-04-19,2021-04-18,24,14,898,100M (FTTO),0,0,0,0
74826108.001.000018890,141,2017-09-19,2019-09-18,24,-5,198,100M,0,0,0,1
93818334.001.000069759,54,2018-06-29,2020-06-28,24,5,666,100M,0,0,1,0
92070127.001.000056129,105,2019-01-27,2021-01-26,24,12,175,10M,0,0,1,0
91616011.001.000053701,100,2015-01-19,2018-09-18,44,-17,908,100M,1,0,0,1
95195640.001.000083551,17,2019-11-05,2021-04-11,24,21,148,100M,0,0,0,0
94142973.001.000068664,56,2019-04-01,2022-03-31,36,26,145,100M (FTTO),0,0,1,0
95707337.001.000089539,18,2018-07-03,2020-02-07,24,5,118,100M,0,0,0,0
71116198.002.000068462,60,2018-02-24,2020-02-23,24,0,311,10M,0,0,0,0
95278743.003.000088854,16,2018-08-11,2021-10-08,36,18,4000,1000M (FTTO),0,0,0,0
94913332.001.000080464,17,2016-09-02,2018-01-09,24,-17,220,300M (FTTO),0,0,0,1
93741452.001.000063049,69,2019-11-11,2021-10-11,24,21,290,30M,0,0,0,0
91547653.001.000052880,91,2018-05-01,2020-04-30,24,3,198,100M,0,0,1,0
94371390.001.000072297,39,2018-01-23,2021-02-22,37,12,358,100M (FTTO),0,0,1,0
77886810.002.000082247,20,2019-02-07,2021-06-02,24,12,268,30M,0,0,0,0
94155678.001.000068880,48,2018-04-17,2020-04-16,24,2,534,100M,0,0,1,0
90569484.001.000032039,109,2019-04-11,2021-10-04,24,14,170,100M (FTTO),0,0,1,0
94675410.001.000076842,33,2020-01-18,2022-01-17,24,23,198,100M (FTTO),0,0,0,0
95679254.001.000090470,14,2018-08-31,2020-08-30,24,7,1330,100M (FTTO),0,0,0,0
95278743.001.000084381,26,2019-02-08,2021-07-02,24,12,30100,100M (FTTO),0,0,0,0
91906008.001.000091549,13,2018-11-14,2020-11-13,24,9,288,100M (FTTO),0,0,1,0
93338879.001.000060854,82,2018-05-04,2020-03-05,24,3,320,100M,0,0,1,0
76343813.001.000025776,143,2018-03-27,2020-03-26,24,2,168,100M,0,0,1,0
95920922.001.000091662,6,2018-10-24,2020-10-23,24,8,90,100M,0,0,0,0
77430619.001.000050147,98,2018-03-21,2020-03-20,24,1,145,100M,0,0,1,0
94020575.001.000067058,57,2019-06-14,2020-06-13,12,4,988,10M,0,0,1,0
92297910.001.000057101,105,2018-09-13,2020-12-09,24,7,140,100M,0,0,0,0
95722112.001.000089658,13,2018-06-29,2020-06-28,24,5,138,100M,0,0,0,0
95234985.001.000083939,9,2019-06-06,2021-05-06,24,16,288,100M,0,0,0,0
72205677.001.000008157,174,2019-06-22,2020-06-21,12,4,160,100M,0,0,1,0
94579778.001.000075194,49,2019-09-30,2020-09-29,12,8,178,100M,0,0,0,0
90730623.001.000033704,116,2017-07-15,2019-07-14,24,-7,198,100M,0,1,1,1
95737961.001.000089997,15,2018-07-19,2020-07-18,24,5,218,100M (FTTO),0,0,0,0
95601027.001.000088218,14,2018-04-10,2020-09-04,24,2,130,30M,0,0,0,0
